chr	start	end	gene_id	strand	kgID	bioentity	symbol	gene_info
chr1_GL383518v1_alt	66554	67554	uc032mwd.2_up_1000_chr1_GL383518v1_alt_66555_f	+	uc032mwd.2	RGD:1304593	INTS3	integrator complex subunit 3
chr1_GL383518v1_alt	66835	67835	uc061fpx.1_up_1000_chr1_GL383518v1_alt_66836_f	+	uc061fpx.1	RGD:1304593	INTS3	integrator complex subunit 3
chr1_GL383518v1_alt	67777	68777	uc061fpy.1_up_1000_chr1_GL383518v1_alt_67778_f	+	uc061fpy.1	RGD:1304593	INTS3	integrator complex subunit 3
chr1_GL383518v1_alt	73337	74337	uc061fpz.1_up_1000_chr1_GL383518v1_alt_73338_f	+	uc061fpz.1	RGD:1304593	INTS3	integrator complex subunit 3
chr1_GL383518v1_alt	75374	76374	uc061fqa.1_up_1000_chr1_GL383518v1_alt_75375_f	+	uc061fqa.1	RGD:1304593	INTS3	integrator complex subunit 3
chr1_GL383518v1_alt	82175	83175	uc032mwh.2_up_1000_chr1_GL383518v1_alt_82176_f	+	uc032mwh.2	RGD:1304593	INTS3	integrator complex subunit 3
chr1_GL383518v1_alt	82531	83531	uc061fqb.1_up_1000_chr1_GL383518v1_alt_82532_f	+	uc061fqb.1	RGD:1304593	INTS3	integrator complex subunit 3
chr1_GL383518v1_alt	88734	89734	uc061fqd.1_up_1000_chr1_GL383518v1_alt_88735_f	+	uc061fqd.1	RGD:1304593	INTS3	integrator complex subunit 3
chr2	15590177	15591177	uc061guy.1_up_1000_chr2_15590178_f	+	uc061guy.1	RGD:619903	DDX1	DEAD-box helicase 1
chr2	15590482	15591482	uc061guz.1_up_1000_chr2_15590483_f	+	uc061guz.1	RGD:619903	DDX1	DEAD-box helicase 1
chr2	15590620	15591620	uc002rce.5_up_1000_chr2_15590621_f	+	uc002rce.5	RGD:619903	DDX1	DEAD-box helicase 1
chr2	15590850	15591850	uc021vee.3_up_1000_chr2_15590851_f	+	uc021vee.3	RGD:619903	DDX1	DEAD-box helicase 1
chr2	15598152	15599152	uc061gva.1_up_1000_chr2_15598153_f	+	uc061gva.1	RGD:619903	DDX1	DEAD-box helicase 1
chr2	15616304	15617304	uc061gvb.1_up_1000_chr2_15616305_f	+	uc061gvb.1	RGD:619903	DDX1	DEAD-box helicase 1
chr2	15620091	15621091	uc061gvc.1_up_1000_chr2_15620092_f	+	uc061gvc.1	RGD:619903	DDX1	DEAD-box helicase 1
chr2	15622532	15623532	uc061gvd.1_up_1000_chr2_15622533_f	+	uc061gvd.1	RGD:619903	DDX1	DEAD-box helicase 1
chr2	17682016	17683016	uc061gwo.1_up_1000_chr2_17682017_r	-	uc061gwo.1	RGD:1311214	SMC6	structural maintenance of chromosomes 6
chr2	17714877	17715877	uc061gwp.1_up_1000_chr2_17714878_r	-	uc061gwp.1	RGD:1311214	SMC6	structural maintenance of chromosomes 6
chr2	17746412	17747412	uc061gwq.1_up_1000_chr2_17746413_r	-	uc061gwq.1	RGD:1311214	SMC6	structural maintenance of chromosomes 6
chr2	17752857	17753857	uc002rct.3_up_1000_chr2_17752858_f	+	uc002rct.3	RGD:1559792	GEN1	GEN1 Holliday junction 5' flap endonuclease
chr2	17752894	17753894	uc002rcs.2_up_1000_chr2_17752895_f	+	uc002rcs.2	RGD:1559792	GEN1	GEN1 Holliday junction 5' flap endonuclease
chr2	17753146	17754146	uc010yjs.1_up_1000_chr2_17753147_f	+	uc010yjs.1	RGD:1559792	GEN1	GEN1 Holliday junction 5' flap endonuclease
chr2	17753146	17754146	uc061gwt.1_up_1000_chr2_17753147_f	+	uc061gwt.1	RGD:1559792	GEN1	GEN1 Holliday junction 5' flap endonuclease
chr2	17753159	17754159	uc061gwu.1_up_1000_chr2_17753160_f	+	uc061gwu.1	RGD:1559792	GEN1	GEN1 Holliday junction 5' flap endonuclease
chr2	17753773	17754773	uc002rcq.3_up_1000_chr2_17753774_r	-	uc002rcq.3	RGD:1311214	SMC6	structural maintenance of chromosomes 6
chr2	17753803	17754803	uc002rco.4_up_1000_chr2_17753804_r	-	uc002rco.4	RGD:1311214	SMC6	structural maintenance of chromosomes 6
chr2	17753829	17754829	uc061gwr.1_up_1000_chr2_17753830_r	-	uc061gwr.1	RGD:1311214	SMC6	structural maintenance of chromosomes 6
chr2	17753830	17754830	uc002rcn.4_up_1000_chr2_17753831_r	-	uc002rcn.4	RGD:1311214	SMC6	structural maintenance of chromosomes 6
chr2	17760395	17761395	uc061gwv.1_up_1000_chr2_17760396_f	+	uc061gwv.1	RGD:1559792	GEN1	GEN1 Holliday junction 5' flap endonuclease
chr2	17770075	17771075	uc061gww.1_up_1000_chr2_17770076_f	+	uc061gww.1	RGD:1559792	GEN1	GEN1 Holliday junction 5' flap endonuclease
chr2	17771647	17772647	uc061gwx.1_up_1000_chr2_17771648_f	+	uc061gwx.1	RGD:1559792	GEN1	GEN1 Holliday junction 5' flap endonuclease
chr2	17800158	17801158	uc061gwy.1_up_1000_chr2_17800159_r	-	uc061gwy.1	RGD:1311214	SMC6	structural maintenance of chromosomes 6
chr2	17800195	17801195	uc010exo.4_up_1000_chr2_17800196_r	-	uc010exo.4	RGD:1311214	SMC6	structural maintenance of chromosomes 6
chr2	17800242	17801242	uc061gws.1_up_1000_chr2_17800243_r	-	uc061gws.1	RGD:1311214	SMC6	structural maintenance of chromosomes 6
chr2	47401968	47402968	uc002rvy.3_up_1000_chr2_47401969_f	+	uc002rvy.3	RGD:620786	MSH2	mutS homolog 2
chr2	47402066	47403066	uc010yoh.3_up_1000_chr2_47402067_f	+	uc010yoh.3	RGD:620786	MSH2	mutS homolog 2
chr2	47402066	47403066	uc061iyi.1_up_1000_chr2_47402067_f	+	uc061iyi.1	RGD:620786	MSH2	mutS homolog 2
chr2	47402129	47403129	uc061iyj.1_up_1000_chr2_47402130_f	+	uc061iyj.1	RGD:620786	MSH2	mutS homolog 2
chr2	47402151	47403151	uc061iyk.1_up_1000_chr2_47402152_f	+	uc061iyk.1	RGD:620786	MSH2	mutS homolog 2
chr2	47402151	47403151	uc061iyl.1_up_1000_chr2_47402152_f	+	uc061iyl.1	RGD:620786	MSH2	mutS homolog 2
chr2	47402151	47403151	uc061iym.1_up_1000_chr2_47402152_f	+	uc061iym.1	RGD:620786	MSH2	mutS homolog 2
chr2	47402151	47403151	uc061iyn.1_up_1000_chr2_47402152_f	+	uc061iyn.1	RGD:620786	MSH2	mutS homolog 2
chr2	47402151	47403151	uc061iyo.1_up_1000_chr2_47402152_f	+	uc061iyo.1	RGD:620786	MSH2	mutS homolog 2
chr2	47479796	47480796	uc061iyp.1_up_1000_chr2_47479797_f	+	uc061iyp.1	RGD:620786	MSH2	mutS homolog 2
chr2	47554858	47555858	uc061iyt.1_up_1000_chr2_47554859_f	+	uc061iyt.1	RGD:620786	MSH2	mutS homolog 2
chr2	47694529	47695529	uc061iyu.1_up_1000_chr2_47694530_f	+	uc061iyu.1	RGD:2322311	MSH6	mutS homolog 6
chr2	47694815	47695815	uc061iyv.1_up_1000_chr2_47694816_f	+	uc061iyv.1	RGD:2322311	MSH6	mutS homolog 6
chr2	47694818	47695818	uc061iyw.1_up_1000_chr2_47694819_f	+	uc061iyw.1	RGD:2322311	MSH6	mutS homolog 6
chr2	47782081	47783081	uc002rwd.5_up_1000_chr2_47782082_f	+	uc002rwd.5	RGD:2322311	MSH6	mutS homolog 6
chr2	47782081	47783081	uc010fbj.4_up_1000_chr2_47782082_f	+	uc010fbj.4	RGD:2322311	MSH6	mutS homolog 6
chr2	47782081	47783081	uc032nmj.2_up_1000_chr2_47782082_f	+	uc032nmj.2	RGD:2322311	MSH6	mutS homolog 6
chr2	47782081	47783081	uc061iyx.1_up_1000_chr2_47782082_f	+	uc061iyx.1	RGD:2322311	MSH6	mutS homolog 6
chr2	47782081	47783081	uc061iyy.1_up_1000_chr2_47782082_f	+	uc061iyy.1	RGD:2322311	MSH6	mutS homolog 6
chr2	47782127	47783127	uc061iyz.1_up_1000_chr2_47782128_f	+	uc061iyz.1	RGD:2322311	MSH6	mutS homolog 6
chr2	47782150	47783150	uc061iza.1_up_1000_chr2_47782151_f	+	uc061iza.1	RGD:2322311	MSH6	mutS homolog 6
chr2	47782169	47783169	uc061izb.1_up_1000_chr2_47782170_f	+	uc061izb.1	RGD:2322311	MSH6	mutS homolog 6
chr2	47782584	47783584	uc061izc.1_up_1000_chr2_47782585_f	+	uc061izc.1	RGD:2322311	MSH6	mutS homolog 6
chr2	47782954	47783954	uc010yoj.3_up_1000_chr2_47782955_f	+	uc010yoj.3	RGD:2322311	MSH6	mutS homolog 6
chr2	47782954	47783954	uc061izd.1_up_1000_chr2_47782955_f	+	uc061izd.1	RGD:2322311	MSH6	mutS homolog 6
chr2	47783180	47784180	uc061ize.1_up_1000_chr2_47783181_f	+	uc061ize.1	RGD:2322311	MSH6	mutS homolog 6
chr2	53870960	53871960	uc061jdm.1_up_1000_chr2_53870961_r	-	uc061jdm.1	RGD:1591971	PSME4	proteasome activator subunit 4
chr2	53881508	53882508	uc061jdn.1_up_1000_chr2_53881509_r	-	uc061jdn.1	RGD:1591971	PSME4	proteasome activator subunit 4
chr2	53887316	53888316	uc061jdl.1_up_1000_chr2_53887317_r	-	uc061jdl.1	RGD:1591971	PSME4	proteasome activator subunit 4
chr2	53888320	53889320	uc061jdo.1_up_1000_chr2_53888321_r	-	uc061jdo.1	RGD:1591971	PSME4	proteasome activator subunit 4
chr2	53908843	53909843	uc061jdp.1_up_1000_chr2_53908844_r	-	uc061jdp.1	RGD:1591971	PSME4	proteasome activator subunit 4
chr2	53933169	53934169	uc061jdq.1_up_1000_chr2_53933170_r	-	uc061jdq.1	RGD:1591971	PSME4	proteasome activator subunit 4
chr2	53970778	53971778	uc061jdr.1_up_1000_chr2_53970779_r	-	uc061jdr.1	RGD:1591971	PSME4	proteasome activator subunit 4
chr2	53970840	53971840	uc002rxp.2_up_1000_chr2_53970841_r	-	uc002rxp.2	RGD:1591971	PSME4	proteasome activator subunit 4
chr2	53970840	53971840	uc061jdk.1_up_1000_chr2_53970841_r	-	uc061jdk.1	RGD:1591971	PSME4	proteasome activator subunit 4
chr2	58165803	58166803	uc061jjr.1_up_1000_chr2_58165804_r	-	uc061jjr.1	RGD:1311427	FANCL	Fanconi anemia, complementation group L
chr2	58241259	58242259	uc061jju.1_up_1000_chr2_58241260_r	-	uc061jju.1	RGD:1311427	FANCL	Fanconi anemia, complementation group L
chr2	58241302	58242302	uc061jjo.1_up_1000_chr2_58241303_r	-	uc061jjo.1	RGD:1311427	FANCL	Fanconi anemia, complementation group L
chr2	58241311	58242311	uc061jjs.1_up_1000_chr2_58241312_r	-	uc061jjs.1	RGD:1311427	FANCL	Fanconi anemia, complementation group L
chr2	58241323	58242323	uc010fce.4_up_1000_chr2_58241324_r	-	uc010fce.4	RGD:1311427	FANCL	Fanconi anemia, complementation group L
chr2	58241325	58242325	uc061jjq.1_up_1000_chr2_58241326_r	-	uc061jjq.1	RGD:1311427	FANCL	Fanconi anemia, complementation group L
chr2	58241348	58242348	uc061jjt.1_up_1000_chr2_58241349_r	-	uc061jjt.1	RGD:1311427	FANCL	Fanconi anemia, complementation group L
chr2	58241350	58242350	uc002rzw.5_up_1000_chr2_58241351_r	-	uc002rzw.5	RGD:1311427	FANCL	Fanconi anemia, complementation group L
chr2	58241350	58242350	uc002rzx.5_up_1000_chr2_58241351_r	-	uc002rzx.5	RGD:1311427	FANCL	Fanconi anemia, complementation group L
chr2	58241372	58242372	uc061jjp.1_up_1000_chr2_58241373_r	-	uc061jjp.1	RGD:1311427	FANCL	Fanconi anemia, complementation group L
chr2	68466560	68467560	uc002sep.4_up_1000_chr2_68466561_f	+	uc002sep.4	RGD:1565557	APLF	aprataxin and PNKP like factor
chr2	68466571	68467571	uc061jyk.1_up_1000_chr2_68466572_f	+	uc061jyk.1	RGD:1565557	APLF	aprataxin and PNKP like factor
chr2	68466602	68467602	uc061jyl.1_up_1000_chr2_68466603_f	+	uc061jyl.1	RGD:1565557	APLF	aprataxin and PNKP like factor
chr2	68528637	68529637	uc002seq.2_up_1000_chr2_68528638_f	+	uc002seq.2	RGD:1565557	APLF	aprataxin and PNKP like factor
chr2	68585853	68586853	uc002ses.4_up_1000_chr2_68585854_f	+	uc002ses.4	RGD:1565557	APLF	aprataxin and PNKP like factor
chr2	68626879	68627879	uc061jym.1_up_1000_chr2_68626880_f	+	uc061jym.1	RGD:1565557	APLF	aprataxin and PNKP like factor
chr2	68644821	68645821	uc061jyn.1_up_1000_chr2_68644822_f	+	uc061jyn.1	RGD:1565557	APLF	aprataxin and PNKP like factor
chr2	74957491	74958491	uc002snf.4_up_1000_chr2_74957492_f	+	uc002snf.4	RGD:1307793	POLE4	DNA polymerase epsilon 4, accessory subunit
chr2	74957704	74958704	uc061lab.1_up_1000_chr2_74957705_f	+	uc061lab.1	RGD:1307793	POLE4	DNA polymerase epsilon 4, accessory subunit
chr2	74957705	74958705	uc061lac.1_up_1000_chr2_74957706_f	+	uc061lac.1	RGD:1307793	POLE4	DNA polymerase epsilon 4, accessory subunit
chr2	74957791	74958791	uc061lad.1_up_1000_chr2_74957792_f	+	uc061lad.1	RGD:1307793	POLE4	DNA polymerase epsilon 4, accessory subunit
chr2	74958005	74959005	uc061lae.1_up_1000_chr2_74958006_f	+	uc061lae.1	RGD:1307793	POLE4	DNA polymerase epsilon 4, accessory subunit
chr2	74958110	74959110	uc061laf.1_up_1000_chr2_74958111_f	+	uc061laf.1	RGD:1307793	POLE4	DNA polymerase epsilon 4, accessory subunit
chr2	99403430	99404430	uc061mha.1_up_1000_chr2_99403431_r	-	uc061mha.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99406353	99407353	uc061mhb.1_up_1000_chr2_99406354_r	-	uc061mhb.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99406928	99407928	uc061mhf.1_up_1000_chr2_99406929_r	-	uc061mhf.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99408403	99409403	uc061mhg.1_up_1000_chr2_99408404_r	-	uc061mhg.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99410850	99411850	uc061mhe.1_up_1000_chr2_99410851_r	-	uc061mhe.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99412953	99413953	uc061mgz.1_up_1000_chr2_99412954_r	-	uc061mgz.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99424634	99425634	uc061mhh.1_up_1000_chr2_99424635_r	-	uc061mhh.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99438680	99439680	uc061mhk.1_up_1000_chr2_99438681_r	-	uc061mhk.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99438727	99439727	uc061mhi.1_up_1000_chr2_99438728_r	-	uc061mhi.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99438777	99439777	uc061mhl.1_up_1000_chr2_99438778_r	-	uc061mhl.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99438817	99439817	uc061mhj.1_up_1000_chr2_99438818_r	-	uc061mhj.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99451480	99452480	uc061mhc.1_up_1000_chr2_99451481_r	-	uc061mhc.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99462788	99463788	uc002tae.2_up_1000_chr2_99462789_r	-	uc002tae.2	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99489973	99490973	uc002tac.4_up_1000_chr2_99489974_r	-	uc002tac.4	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99490035	99491035	uc002tad.4_up_1000_chr2_99490036_r	-	uc002tad.4	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	99490035	99491035	uc061mgy.1_up_1000_chr2_99490036_r	-	uc061mgy.1	RGD:1306715	REV1	REV1, DNA directed polymerase
chr2	100819151	100820151	uc002tap.2_up_1000_chr2_100819152_f	+	uc002tap.2	RGD:1309681	NPAS2	neuronal PAS domain protein 2
chr2	100820024	100821024	uc061miu.1_up_1000_chr2_100820025_f	+	uc061miu.1	RGD:1309681	NPAS2	neuronal PAS domain protein 2
chr2	100924145	100925145	uc061miw.1_up_1000_chr2_100924146_f	+	uc061miw.1	RGD:1309681	NPAS2	neuronal PAS domain protein 2
chr2	100924145	100925145	uc061mix.1_up_1000_chr2_100924146_f	+	uc061mix.1	RGD:1309681	NPAS2	neuronal PAS domain protein 2
chr2	100924161	100925161	uc061miy.1_up_1000_chr2_100924162_f	+	uc061miy.1	RGD:1309681	NPAS2	neuronal PAS domain protein 2
chr2	100933110	100934110	uc061miz.1_up_1000_chr2_100933111_f	+	uc061miz.1	RGD:1309681	NPAS2	neuronal PAS domain protein 2
chr2	100969600	100970600	uc061mja.1_up_1000_chr2_100969601_f	+	uc061mja.1	RGD:1309681	NPAS2	neuronal PAS domain protein 2
chr2	100973802	100974802	uc061mjc.1_up_1000_chr2_100973803_f	+	uc061mjc.1	RGD:1309681	NPAS2	neuronal PAS domain protein 2
chr2	100973865	100974865	uc061mjd.1_up_1000_chr2_100973866_f	+	uc061mjd.1	RGD:1309681	NPAS2	neuronal PAS domain protein 2
chr2	100981253	100982253	uc061mjf.1_up_1000_chr2_100981254_f	+	uc061mjf.1	RGD:1309681	NPAS2	neuronal PAS domain protein 2
chr2	100987309	100988309	uc061mjg.1_up_1000_chr2_100987310_f	+	uc061mjg.1	RGD:1309681	NPAS2	neuronal PAS domain protein 2
chr2	100993442	100994442	uc061mji.1_up_1000_chr2_100993443_f	+	uc061mji.1	RGD:1309681	NPAS2	neuronal PAS domain protein 2
chr2	127262882	127263882	uc061nnw.1_up_1000_chr2_127262883_r	-	uc061nnw.1	RGD:1307139	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
chr2	127290275	127291275	uc061nnz.1_up_1000_chr2_127290276_r	-	uc061nnz.1	RGD:1307139	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
chr2	127290589	127291589	uc061noa.1_up_1000_chr2_127290590_r	-	uc061noa.1	RGD:1307139	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
chr2	127294094	127295094	uc061nnx.1_up_1000_chr2_127294095_r	-	uc061nnx.1	RGD:1307139	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
chr2	127294107	127295107	uc061nny.1_up_1000_chr2_127294108_r	-	uc061nny.1	RGD:1307139	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
chr2	127294137	127295137	uc061nob.1_up_1000_chr2_127294138_r	-	uc061nob.1	RGD:1307139	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
chr2	127294145	127295145	uc002tof.2_up_1000_chr2_127294146_r	-	uc002tof.2	RGD:1307139	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
chr2	127294153	127295153	uc061noc.1_up_1000_chr2_127294154_r	-	uc061noc.1	RGD:1307139	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
chr2	127294176	127295176	uc002toh.1_up_1000_chr2_127294177_r	-	uc002toh.1	RGD:1307139	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
chr2	135207518	135208518	uc061nzl.1_up_1000_chr2_135207519_r	-	uc061nzl.1	RGD:1564952	ZRANB3	zinc finger RANBP2-type containing 3
chr2	135228312	135229312	uc061nzm.1_up_1000_chr2_135228313_r	-	uc061nzm.1	RGD:1564952	ZRANB3	zinc finger RANBP2-type containing 3
chr2	135230948	135231948	uc061nzi.1_up_1000_chr2_135230949_r	-	uc061nzi.1	RGD:1564952	ZRANB3	zinc finger RANBP2-type containing 3
chr2	135238861	135239861	uc061nzh.1_up_1000_chr2_135238862_r	-	uc061nzh.1	RGD:1564952	ZRANB3	zinc finger RANBP2-type containing 3
chr2	135353628	135354628	uc061nzo.1_up_1000_chr2_135353629_r	-	uc061nzo.1	RGD:1564952	ZRANB3	zinc finger RANBP2-type containing 3
chr2	135530576	135531576	uc061nzp.1_up_1000_chr2_135530577_r	-	uc061nzp.1	RGD:1564952	ZRANB3	zinc finger RANBP2-type containing 3
chr2	135530612	135531612	uc061nzk.1_up_1000_chr2_135530613_r	-	uc061nzk.1	RGD:1564952	ZRANB3	zinc finger RANBP2-type containing 3
chr2	135530730	135531730	uc002tuk.5_up_1000_chr2_135530731_r	-	uc002tuk.5	RGD:1564952	ZRANB3	zinc finger RANBP2-type containing 3
chr2	135530731	135531731	uc002tul.5_up_1000_chr2_135530732_r	-	uc002tul.5	RGD:1564952	ZRANB3	zinc finger RANBP2-type containing 3
chr2	135531199	135532199	uc061nzn.1_up_1000_chr2_135531200_r	-	uc061nzn.1	RGD:1564952	ZRANB3	zinc finger RANBP2-type containing 3
chr2	135531236	135532236	uc002tum.5_up_1000_chr2_135531237_r	-	uc002tum.5	RGD:1564952	ZRANB3	zinc finger RANBP2-type containing 3
chr2	151408882	151409882	uc002txm.4_up_1000_chr2_151408883_f	+	uc002txm.4	RGD:1562474	RIF1	replication timing regulatory factor 1
chr2	151408882	151409882	uc002txn.4_up_1000_chr2_151408883_f	+	uc002txn.4	RGD:1562474	RIF1	replication timing regulatory factor 1
chr2	151408885	151409885	uc002txl.4_up_1000_chr2_151408886_f	+	uc002txl.4	RGD:1562474	RIF1	replication timing regulatory factor 1
chr2	151408899	151409899	uc061opd.1_up_1000_chr2_151408900_f	+	uc061opd.1	RGD:1562474	RIF1	replication timing regulatory factor 1
chr2	151408940	151409940	uc061ope.1_up_1000_chr2_151408941_f	+	uc061ope.1	RGD:1562474	RIF1	replication timing regulatory factor 1
chr2	151408955	151409955	uc061opf.1_up_1000_chr2_151408956_f	+	uc061opf.1	RGD:1562474	RIF1	replication timing regulatory factor 1
chr2	151409089	151410089	uc002txo.4_up_1000_chr2_151409090_f	+	uc002txo.4	RGD:1562474	RIF1	replication timing regulatory factor 1
chr2	151419224	151420224	uc061opg.1_up_1000_chr2_151419225_f	+	uc061opg.1	RGD:1562474	RIF1	replication timing regulatory factor 1
chr2	151463699	151464699	uc061oph.1_up_1000_chr2_151463700_f	+	uc061oph.1	RGD:1562474	RIF1	replication timing regulatory factor 1
chr2	151485276	151486276	uc061opn.1_up_1000_chr2_151485277_f	+	uc061opn.1	RGD:1562474	RIF1	replication timing regulatory factor 1
chr2	151493974	151494974	uc061opr.1_up_1000_chr2_151493975_f	+	uc061opr.1	RGD:1562474	RIF1	replication timing regulatory factor 1
chr2	151504947	151505947	uc061opt.1_up_1000_chr2_151504948_f	+	uc061opt.1	RGD:1562474	RIF1	replication timing regulatory factor 1
chr2	161307037	161308037	uc002ubu.4_up_1000_chr2_161307038_f	+	uc002ubu.4	RGD:1594532	PSMD14	proteasome 26S subunit, non-ATPase 14
chr2	161307460	161308460	uc061oyt.1_up_1000_chr2_161307461_f	+	uc061oyt.1	RGD:1594532	PSMD14	proteasome 26S subunit, non-ATPase 14
chr2	161307599	161308599	uc061oyu.1_up_1000_chr2_161307600_f	+	uc061oyu.1	RGD:1594532	PSMD14	proteasome 26S subunit, non-ATPase 14
chr2	161380359	161381359	uc061oyw.1_up_1000_chr2_161380360_f	+	uc061oyw.1	RGD:1594532	PSMD14	proteasome 26S subunit, non-ATPase 14
chr2	161406527	161407527	uc061oyx.1_up_1000_chr2_161406528_f	+	uc061oyx.1	RGD:1594532	PSMD14	proteasome 26S subunit, non-ATPase 14
chr2	163735984	163736984	uc061pbm.1_up_1000_chr2_163735985_r	-	uc061pbm.1	RGD:1308174	FIGN	fidgetin, microtubule severing factor
chr2	163736007	163737007	uc002uck.2_up_1000_chr2_163736008_r	-	uc002uck.2	RGD:1308174	FIGN	fidgetin, microtubule severing factor
chr2	163736012	163737012	uc061pbl.1_up_1000_chr2_163736013_r	-	uc061pbl.1	RGD:1308174	FIGN	fidgetin, microtubule severing factor
chr2	189783084	189784084	uc010fry.2_up_1000_chr2_189783085_f	+	uc010fry.2	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783084	189784084	uc010zgc.3_up_1000_chr2_189783085_f	+	uc010zgc.3	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783084	189784084	uc010zgd.3_up_1000_chr2_189783085_f	+	uc010zgd.3	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783084	189784084	uc061qpr.1_up_1000_chr2_189783085_f	+	uc061qpr.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783380	189784380	uc002urh.5_up_1000_chr2_189783381_f	+	uc002urh.5	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783449	189784449	uc061qps.1_up_1000_chr2_189783450_f	+	uc061qps.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783488	189784488	uc061qpt.1_up_1000_chr2_189783489_f	+	uc061qpt.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783488	189784488	uc061qpu.1_up_1000_chr2_189783489_f	+	uc061qpu.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783500	189784500	uc002urk.5_up_1000_chr2_189783501_f	+	uc002urk.5	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783507	189784507	uc061qpv.1_up_1000_chr2_189783508_f	+	uc061qpv.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783512	189784512	uc061qpw.1_up_1000_chr2_189783513_f	+	uc061qpw.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783527	189784527	uc061qpx.1_up_1000_chr2_189783528_f	+	uc061qpx.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783542	189784542	uc061qpy.1_up_1000_chr2_189783543_f	+	uc061qpy.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783543	189784543	uc002uri.5_up_1000_chr2_189783544_f	+	uc002uri.5	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189783564	189784564	uc061qpz.1_up_1000_chr2_189783565_f	+	uc061qpz.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189790699	189791699	uc061qqa.1_up_1000_chr2_189790700_f	+	uc061qqa.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189790789	189791789	uc061qqb.1_up_1000_chr2_189790790_f	+	uc061qqb.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189790809	189791809	uc061qqc.1_up_1000_chr2_189790810_f	+	uc061qqc.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189817126	189818126	uc002url.4_up_1000_chr2_189817127_f	+	uc002url.4	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189856359	189857359	uc061qqd.1_up_1000_chr2_189856360_f	+	uc061qqd.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	189856401	189857401	uc061qqe.1_up_1000_chr2_189856402_f	+	uc061qqe.1	RGD:1359511	PMS1	PMS1 homolog 1, mismatch repair system component
chr2	191677067	191678067	uc061quf.1_up_1000_chr2_191677068_f	+	uc061quf.1	RGD:1306658	NABP1	nucleic acid binding protein 1
chr2	191677126	191678126	uc061qug.1_up_1000_chr2_191677127_f	+	uc061qug.1	RGD:1306658	NABP1	nucleic acid binding protein 1
chr2	191677135	191678135	uc002usw.4_up_1000_chr2_191677136_f	+	uc002usw.4	RGD:1306658	NABP1	nucleic acid binding protein 1
chr2	191677135	191678135	uc061quh.1_up_1000_chr2_191677136_f	+	uc061quh.1	RGD:1306658	NABP1	nucleic acid binding protein 1
